"","year","locality","average_price_m2_nominal_euros"
"646","2018","Ell","3976.1219999999998"
"647","2019","Ell","3981.587"
"648","2015","Echternach","3983.9949042419998"
"649","2014","Frisange","3984.6242965562087"
"650","2015","Mondercange","3987.0035056096299"
"651","2019","Troisvierges","3992.16"
"652","2019","Rosport-Mompach","3995.835"
"653","2016","Reckange-sur-Mess","3996.0431339884999"
"654","2016","Heffingen","3999.3102725444614"
"655","2017","Bous","4000.5458250000001"
"656","2018","Kayl","4002.0140000000001"
"657","2013","Kehlen","4004.9080839440098"
"658","2014","Echternach","4006.5022943940307"
"659","2017","Bettembourg","4008.8928409999999"
"660","2018","Esch-sur-Alzette","4009.08"
"661","2018","Mertzig","4015.1709999999998"
"662","2014","Betzdorf","4016.229243026371"
"663","2012","Dippach","4018.0970000000002"
"664","2015","Préizerdaul","4022.9188159641799"
"665","2017","Dudelange","4025.0723969999999"
"666","2018","Vallée de l'Ernz","4032.1210000000001"
"667","2016","Sanem","4033.3524119678832"
"668","2018","Frisange","4036.7730000000001"
"669","2012","Reckange-sur-Mess","4036.9349999999999"
"670","2011","Reckange-sur-Mess","4038.1005368959263"
"671","2012","Leudelange","4038.239"
"672","2017","Beckerich","4038.3903399999999"
"673","2013","Erpeldange","4042.54282892945"
"674","2017","Boevange-sur-Attert","4050.6131439999999"
"675","2019","Useldange","4053.2159999999999"
"676","2010","Contern","4053.23"
"677","2016","Hobscheid","4056.1005831860957"
"678","2014","Mondercange","4060.942889033051"
"679","2020","Weiswampach","4066.5889999999999"
"680","2020","Troisvierges","4066.665"
"681","2013","Dippach","4073.5972995929801"
"682","2015","Erpeldange","4076.44401018095"
"683","2011","Mondercange","4078.5885745223941"
"684","2017","Biwer","4081.174583"
"685","2018","Heffingen","4083.7930000000001"
"686","2017","Mondorf-les-Bains","4084.2110830000001"
"687","2012","Frisange","4089.835"
"688","2015","Reckange-sur-Mess","4092.95911473765"
"689","2017","Colmar-Berg","4094.4515780000002"
"690","2013","Garnich","4095.7176809759699"
"691","2011","Hesperange","4096.0128057722213"
"692","2019","Echternach","4100.9639999999999"
"693","2016","Mertert","4101.6785790797458"
"694","2016","Consdorf","4106.5626923612963"
"695","2017","Sanem","4107.8336060000001"
"696","2016","Steinfort","4108.1342257278466"
"697","2012","Hesperange","4109.2650000000003"
"698","2011","Sandweiler","4110.1160288676383"
"699","2013","Frisange","4111.2683500582998"
"700","2011","Mamer","4111.9127761273267"
"701","2015","Lenningen","4114.2676629009502"
"702","2016","Bettembourg","4115.3708702476624"
"703","2016","Erpeldange","4123.7316214755201"
"704","2016","Moyenne nationale","4124.1033796673646"
"705","2013","Kaerjeng","4127.6692976629902"
"706","2016","Garnich","4128.4971955878682"
"707","2019","Feulen","4128.616"
"708","2016","Lenningen","4129.8937757135991"
"709","2011","Kopstal","4133.4064242960421"
"710","2020","Esch-sur-Sûre","4136.2460000000001"
"711","2018","Biwer","4138.0200000000004"
"712","2019","Helperknapp","4139.8760000000002"
"713","2015","Waldbillig","4141.36007077672"
"714","2016","Boevange-sur-Attert","4141.6500736043536"
"715","2012","Junglinster","4148.46"
"716","2018","Schifflange","4150.1980000000003"
"717","2016","Vichten","4153.5145593380075"
"718","2014","Garnich","4154.5301239347928"
"719","2018","Waldbillig","4155.0379999999996"
"720","2012","Sandweiler","4156.8100000000004"
"721","2014","Kaerjeng","4161.9072373434137"
"722","2019","Biwer","4173.4279999999999"
"723","2018","Dudelange","4175.8940000000002"
"724","2019","Diekirch","4184.1540000000005"
"725","2016","Biwer","4189.0559580824174"
"726","2017","Mertert","4190.909259"
"727","2019","Petange","4190.9719999999998"
"728","2010","Niederanven","4191.26"
"729","2018","Feulen","4192.4930000000004"
"730","2011","Steinsel","4193.8848575270822"
"731","2012","Bech","4195.5940000000001"
"732","2019","Rumelange","4200.2169999999996"
"733","2015","Mersch","4207.28745441307"
"734","2018","Schengen","4208.9759999999997"
"735","2013","Sandweiler","4218.69624421348"
"736","2017","Vichten","4220.4477710000001"
"737","2019","Redange-sur-Attert","4222.8389999999999"
"738","2017","Ell","4226.9378310000002"
"739","2013","Weiler-la-Tour","4233.0007564253901"
"740","2013","Hesperange","4245.7662738516001"
"741","2014","Hesperange","4248.7315838000195"
"742","2017","Consdorf","4251.11942"
"743","2015","Frisange","4255.5701144288296"
"744","2019","Habscht","4261.2659999999996"
"745","2012","Bertrange","4265.93"
"746","2010","Bertrange","4266.46"
"747","2010","Walferdange","4269.67"
"748","2017","Moyenne nationale","4274.0394660000002"
"749","2018","Beckerich","4276.143"
"750","2017","Schieren","4278.0807670000004"
"751","2013","Contern","4280.1989640346201"
"752","2018","Habscht","4280.4160000000002"
"753","2018","Grevenmacher","4285.7579999999998"
"754","2017","Reisdorf","4287.0569429999996"
"755","2018","Sanem","4287.902"
"756","2014","Roeser","4288.6353017065039"
"757","2016","Manternach","4299.5427075841553"
"758","2014","Reckange-sur-Mess","4309.2082546915854"
"759","2017","Kaerjeng","4311.0921609999996"
"760","2015","Dippach","4312.49088441391"
"761","2015","Steinfort","4317.2597613016897"
"762","2014","Erpeldange","4319.1787124530383"
"763","2011","Schuttrange","4321.1621032152734"
"764","2015","Betzdorf","4325.1427267235103"
"765","2012","Steinsel","4328.4849999999997"
"766","2011","Walferdange","4328.9272024666116"
"767","2012","Niederanven","4333.9279999999999"
"768","2017","Steinfort","4336.2966260000003"
"769","2015","Garnich","4338.6970009330598"
"770","2016","Kaerjeng","4343.9794018248313"
"771","2014","Contern","4354.6467718937738"
"772","2019","Mertzig","4355.5450000000001"
"773","2020","Mertzig","4362.5320000000002"
"774","2017","Erpeldange","4366.6402390000003"
"775","2017","Septfontaines","4367.4498299999996"
"776","2011","Luxembourg-Ville","4371.0022026114748"
"777","2014","Kehlen","4375.7464534729243"
"778","2017","Frisange","4377.7947610000001"
"779","2017","Mondercange","4378.5409079999999"
"780","2015","Fischbach","4381.29628285729"
"781","2012","Walferdange","4381.5959999999995"
"782","2017","Waldbillig","4382.0638269999999"
"783","2019","Vallée de l'Ernz","4385.68"
"784","2012","Mamer","4387.8230000000003"
"785","2017","Stadtbredimus","4390.1262960000004"
"786","2018","Lenningen","4390.951"
"787","2019","Mondorf-les-Bains","4391.5479999999998"
"788","2015","Kaerjeng","4405.9087945249703"
"789","2019","Steinfort","4434.2089999999998"
"790","2011","Bertrange","4439.7051416447985"
"791","2017","Dalheim","4441.4034869999996"
"792","2017","Koerich","4441.661298"
"793","2019","Sanem","4446.38"
"794","2011","Niederanven","4449.6854621199745"
"795","2016","Frisange","4450.6014838519777"
"796","2018","Vichten","4452.3040000000001"
"797","2013","Steinsel","4458.6075236152401"
"798","2017","Reckange-sur-Mess","4471.5118320000001"
"799","2019","Differdange","4477.3559999999998"
"800","2013","Junglinster","4481.1975526284205"
"801","2019","Clervaux","4481.37"
"802","2020","Rosport-Mompach","4484.1549999999997"
"803","2017","Betzdorf","4489.1131150000001"
"804","2019","Schieren","4498.9229999999998"
"805","2015","Hesperange","4500.8391703034704"
"806","2016","Betzdorf","4506.8567255477546"
"807","2014","Weiler-la-Tour","4510.1737829965796"
"808","2016","Lorentzweiler","4510.7237836968097"
"809","2017","Lorentzweiler","4512.4818450000002"
"810","2018","Betzdorf","4513.6779999999999"
"811","2020","Vichten","4516.6540000000005"
"812","2019","Vichten","4517.0810000000001"
"813","2016","Lintgen","4521.5452075381127"
"814","2018","Dalheim","4530.6940000000004"
"815","2020","Redange-sur-Attert","4541.1279999999997"
"816","2012","Luxembourg","4546.8370000000004"
"817","2012","Kopstal","4547.3320000000003"
"818","2018","Helperknapp","4554.3649999999998"
"819","2018","Mertert","4555.3530000000001"
"820","2016","Mersch","4556.0794696011171"
"821","2015","Walferdange","4558.5073323262604"
"822","2018","Moyenne nationale","4562.2879999999996"
"823","2015","Tuntange","4562.9066291155304"
"824","2015","Roeser","4567.2496107057596"
"825","2017","Lintgen","4569.3523809999997"
"826","2019","Mertert","4572.0349999999999"
"827","2020","Kayl","4575.1959999999999"
"828","2014","Steinsel","4577.2175439012644"
"829","2014","Junglinster","4583.3290404614636"
"830","2017","Mersch","4590.0003889999998"
"831","2016","Fischbach","4591.9755115806602"
"832","2016","Roeser","4592.3937055162551"
"833","2018","Schieren","4599.6260000000002"
"834","2019","Remich","4608.4210000000003"
"835","2019","Kayl","4610.3999999999996"
"836","2010","Strassen","4614.8100000000004"
"837","2017","Ettelbruck","4617.228008"
"838","2018","Wormeldange","4617.8459999999995"
"839","2018","Bissen","4625.0309999999999"
"840","2015","Bissen","4636.5752562548196"
"841","2016","Kehlen","4638.2313463141527"
"842","2019","Esch-sur-Alzette","4641.8559999999998"
"843","2018","Bettembourg","4656.7439999999997"
"844","2020","Vallée de l'Ernz","4660.4380000000001"
"845","2013","Reckange-sur-Mess","4662.0695794307003"
"846","2016","Mondercange","4669.1901151546344"
"847","2019","Schifflange","4682.1930000000002"
"848","2015","Leudelange","4688.73296564866"
"849","2020","Parc Hosingen","4688.8069999999998"
"850","2013","Walferdange","4694.2063418052303"
"851","2015","Weiler-la-Tour","4703.8722625211103"
"852","2011","Strassen","4713.0007250356966"
"853","2017","Garnich","4713.9072919999999"
"854","2020","Larochette","4724.692"
"855","2017","Tuntange","4726.2191249999996"
"856","2019","Betzdorf","4753.826"
"857","2018","Erpeldange","4761.7110000000002"
"858","2017","Wormeldange","4764.8170289999998"
"859","2013","Schuttrange","4765.8642321748603"
"860","2013","Leudelange","4770.4229978442499"
"861","2018","Mondercange","4788.2250000000004"
"862","2019","Flaxweiler","4802.0309999999999"
"863","2015","Kehlen","4806.3312046005003"
"864","2018","Steinfort","4813.1549999999997"
"865","2016","Tuntange","4820.1155124588249"
"866","2012","Schuttrange","4836.1940000000004"
"867","2020","Rumelange","4837.6490000000003"
"868","2017","Manternach","4840.316041"
"869","2014","Mamer","4840.682279708627"
"870","2019","Frisange","4840.6890000000003"
"871","2015","Steinsel","4847.0233934014004"
"872","2020","Stadtbredimus","4850.4870000000001"
"873","2020","Petange","4850.4970000000003"
"874","2017","Kehlen","4860.0846170000004"
"875","2018","Flaxweiler","4860.41"
"876","2018","Ettelbruck","4863.777"
"877","2015","Lorentzweiler","4873.8226941627099"
"878","2016","Dippach","4878.2051857236711"
"879","2016","Bissen","4886.6947975571456"
"880","2012","Strassen","4887.7340000000004"
"881","2017","Bissen","4889.0945769999998"
"882","2019","Lenningen","4891.8869999999997"
"883","2014","Walferdange","4896.4224945079686"
"884","2013","Niederanven","4903.0689148301999"
"885","2016","Junglinster","4924.1518334883667"
"886","2016","Koerich","4939.4381365580321"
"887","2020","Mertert","4941.7629999999999"
"888","2017","Junglinster","4947.8819999999996"
"889","2014","Schuttrange","4949.7787870403909"
"890","2018","Manternach","4954.1869999999999"
"891","2015","Mamer","4955.6973028189404"
"892","2014","Niederanven","4958.9654754255143"
"893","2018","Koerich","4960.4949999999999"
"894","2013","Luxembourg","4968.4099025681799"
"895","2019","Dudelange","4976.0879999999997"
"896","2014","Bertrange","4979.7719524430413"
"897","2013","Bertrange","4984.5170372927196"
"898","2020","Feulen","4999.62"
"899","2015","Junglinster","5002.5117544475697"
"900","2017","Nommern","5011.4206750000003"
"901","2019","Beckerich","5020.3320000000003"
"902","2013","Mamer","5026.7598986891098"
"903","2016","Kopstal","5029.8185684625605"
"904","2020","Helperknapp","5031.1319999999996"
"905","2019","Bissen","5031.2449999999999"
"906","2017","Kopstal","5036.6566510000002"
"907","2014","Luxembourg","5037.2119235078071"
"908","2020","Habscht","5038.08"
"909","2019","Moyenne nationale","5038.6139999999996"
"910","2018","Kaerjeng","5040.7030000000004"
"911","2018","Dippach","5048.8559999999998"
"912","2014","Leudelange","5053.4534306935357"
"913","2020","Esch-sur-Alzette","5071.7250000000004"
"914","2018","Garnich","5072.1149999999998"
"915","2019","Bettembourg","5084.0010000000002"
"916","2013","Kopstal","5093.2397151750201"
"917","2020","Differdange","5100.9170000000004"
"918","2014","Kopstal","5106.79935622635"
"919","2015","Waldbredimus","5108.5155407395096"
"920","2019","Reckange-sur-Mess","5119.6819999999998"
"921","2016","Schuttrange","5124.453041391188"
"922","2020","Clervaux","5128.4160000000002"
"923","2019","Dalheim","5130.7740000000003"
"924","2018","Mersch","5133.5590000000002"
"925","2019","Waldbredimus","5145.2860000000001"
"926","2017","Dippach","5145.8025690000004"
"927","2016","Steinsel","5155.9054647193316"
"928","2019","Kaerjeng","5157.857"
"929","2017","Roeser","5163.6973239999998"
"930","2015","Schuttrange","5168.7676991472999"
"931","2020","Echternach","5171.3379999999997"
"932","2015","Kopstal","5180.0420861539396"
"933","2018","Junglinster","5199.902"
"934","2019","Ettelbruck","5207.2719999999999"
"935","2018","Reckange-sur-Mess","5245.4960000000001"
"936","2018","Kopstal","5247.93"
"937","2019","Koerich","5249.6040000000003"
"938","2018","Steinsel","5261.6610000000001"
"939","2018","Schuttrange","5264.1589999999997"
"940","2017","Waldbredimus","5276.0572080000002"
"941","2018","Mamer","5280.2030000000004"
"942","2015","Bertrange","5282.3725146572497"
"943","2019","Weiler-la-Tour","5296.5810000000001"
"944","2020","Waldbredimus","5301.5410000000002"
"945","2016","Waldbredimus","5304.8131595752957"
"946","2017","Steinsel","5316.5087590000003"
"947","2016","Sandweiler","5319.7441926010806"
"948","2019","Wormeldange","5336.4089999999997"
"949","2016","Niederanven","5336.8881072015756"
"950","2013","Strassen","5340.5694668242704"
"951","2020","Mondorf-les-Bains","5345"
"952","2020","Flaxweiler","5359.3789999999999"
"953","2020","Sanem","5368.4080000000004"
"954","2014","Strassen","5368.5550679130147"
"955","2019","Junglinster","5381.1419999999998"
"956","2017","Contern","5390.8950580000001"
"957","2016","Hesperange","5391.2476134256467"
"958","2018","Lorentzweiler","5409.3559999999998"
"959","2017","Niederanven","5422.2236560000001"
"960","2020","Dalheim","5426.8869999999997"
"961","2017","Schuttrange","5446.3711709999998"
"962","2020","Manternach","5459.2139999999999"
"963","2015","Niederanven","5466.7533671818101"
"964","2018","Roeser","5467.1660000000002"
"965","2019","Dippach","5505.6149999999998"
"966","2016","Mamer","5512.97674691056"
"967","2020","Colmar-Berg","5513.5640000000003"
"968","2017","Weiler-la-Tour","5519.5557920000001"
"969","2020","Garnich","5527.3729999999996"
"970","2019","Schuttrange","5533.8540000000003"
"971","2016","Contern","5536.750156156465"
"972","2017","Leudelange","5539.9414379999998"
"973","2015","Luxembourg","5561.1803211713705"
"974","2019","Mondercange","5572.701"
"975","2016","Walferdange","5583.0180663269093"
"976","2019","Garnich","5595.6049999999996"
"977","2019","Lintgen","5607.9170000000004"
"978","2019","Lorentzweiler","5649.6490000000003"
"979","2020","Grevenmacher","5657.125"
"980","2018","Kehlen","5657.9160000000002"
"981","2020","Dudelange","5660.4189999999999"
"982","2019","Mersch","5700.7240000000002"
"983","2020","Ettelbruck","5713.6850000000004"
"984","2016","Strassen","5716.9099490670233"
"985","2017","Mamer","5725.2896030000002"
"986","2020","Reckange-sur-Mess","5726.5060000000003"
"987","2017","Sandweiler","5733.2156320000004"
"988","2020","Lintgen","5748.1310000000003"
"989","2016","Weiler-la-Tour","5780.5114214421174"
"990","2019","Manternach","5782.5950000000003"
"991","2018","Walferdange","5783.9560000000001"
"992","2016","Bertrange","5796.93646122682"
"993","2020","Beckerich","5798.7550000000001"
"994","2017","Hesperange","5799.5979580000003"
"995","2020","Steinfort","5799.7709999999997"
"996","2018","Hesperange","5826.9250000000002"
"997","2015","Strassen","5832.2468037175504"
"998","2020","Wormeldange","5849.7449999999999"
"999","2018","Weiler-la-Tour","5871.2569999999996"
"1000","2019","Grevenmacher","5896.884"
"1001","2020","Bettembourg","5919.4129999999996"
"1002","2020","Kaerjeng","5925.4790000000003"
"1003","2019","Kehlen","5979.2359999999999"
"1004","2016","Luxembourg","6062.1025350004629"
"1005","2017","Walferdange","6079.7894630000001"
"1006","2019","Sandweiler","6091.4030000000002"
"1007","2020","Mondercange","6107.5609999999997"
"1008","2020","Mersch","6109.6760000000004"
"1009","2020","Koerich","6128.683"
"1010","2018","Leudelange","6180.8540000000003"
"1011","2019","Roeser","6184.34"
"1012","2020","Schifflange","6190.277"
"1013","2019","Contern","6265.0590000000002"
"1014","2018","Sandweiler","6294.9549999999999"
"1015","2019","Kopstal","6311.2169999999996"
"1016","2020","Frisange","6328.53"
"1017","2020","Moyenne nationale","6364.3609999999999"
"1018","2017","Strassen","6384.5198559999999"
"1019","2019","Mamer","6405.1940000000004"
"1020","2019","Hesperange","6407.0379999999996"
"1021","2018","Contern","6432.2139999999999"
"1022","2019","Steinsel","6490.6080000000002"
"1023","2020","Dippach","6492.973"
"1024","2020","Bettendorf","6533.5360000000001"
"1025","2020","Junglinster","6558.3990000000003"
"1026","2019","Leudelange","6565.02"
"1027","2020","Lorentzweiler","6574.75"
"1028","2017","Bertrange","6588.8936819999999"
"1029","2019","Walferdange","6636.7380000000003"
"1030","2018","Niederanven","6745.6809999999996"
"1031","2018","Strassen","6756.5290000000005"
"1032","2020","Roeser","6791.402"
"1033","2018","Bertrange","6822.143"
"1034","2017","Luxembourg","6824.5672009999998"
"1035","2020","Mamer","7030.8860000000004"
"1036","2019","Niederanven","7039.2380000000003"
"1037","2020","Contern","7150.9780000000001"
"1038","2020","Steinsel","7321.4960000000001"
"1039","2020","Leudelange","7363.5240000000003"
"1040","2019","Strassen","7424.2089999999998"
"1041","2018","Luxembourg","7440.5339999999997"
"1042","2020","Remich","7478.598"
"1043","2020","Kopstal","7569.6120000000001"
"1044","2019","Bertrange","7587.3239999999996"
"1045","2020","Hesperange","7686.3450000000003"
"1046","2019","Luxembourg","8078.1670000000004"
"1047","2020","Niederanven","8091.7120000000004"
"1048","2020","Kehlen","8310.2559999999994"
"1049","2020","Walferdange","8413.0390000000007"
"1050","2020","Strassen","8629.7780000000002"
"1051","2020","Schuttrange","8983.0750000000007"
"1052","2020","Bertrange","9078.7189999999991"
"1053","2020","Luxembourg","9527.8109999999997"
"1054","2010","Consthum",NA
"1055","2010","Esch-sur-Sûre",NA
"1056","2010","Heiderscheid",NA
"1057","2010","Hoscheid",NA
"1058","2010","Saeul",NA
"1059","2010",NA,NA
"1060","2010",NA,NA
"1061","2010","Total d'offres",NA
"1062","2010",NA,NA
"1063","2010","Source : Ministère du Logement - Observatoire de l'Habitat (base prix 2010).",NA
"1064","2011","Consthum",NA
"1065","2011","Esch-sur-Sûre",NA
"1066","2011","Putscheid",NA
"1067","2011","Saeul",NA
"1068","2011","Waldbredimus",NA
"1069","2011",NA,NA
"1070","2011",NA,NA
"1071","2011","Total d'offres",NA
"1072","2011",NA,NA
"1073","2011","Source : Ministère du Logement - Observatoire de l'Habitat (base prix 2011).",NA
"1074","2012","Fischbach",NA
"1075","2012","Putscheid",NA
"1076","2012","Saeul",NA
"1077","2012","Septfontaines",NA
"1078","2012","Waldbredimus",NA
"1079","2012",NA,NA
"1080","2012",NA,NA
"1081","2012","Total d'offres",NA
"1082","2012",NA,NA
"1083","2012","Source : Ministère du Logement - Observatoire de l'Habitat (base prix 2012).",NA
"1084","2013","Bech",NA
"1085","2013","Colmar-Berg",NA
"1086","2013","Préizerdaul",NA
"1087","2013","Reisdorf",NA
"1088","2013","Saeul",NA
"1089","2013","Septfontaines",NA
"1090","2013","Wahl",NA
"1091","2013",NA,NA
"1092","2013",NA,NA
"1093","2013","Total d'offres",NA
"1094","2013",NA,NA
"1095","2013","Source : Ministère du Logement - Observatoire de l'Habitat (base prix 2013).",NA
"1096","2014","Bech",NA
"1097","2014","Berdorf",NA
"1098","2014","Bourscheid",NA
"1099","2014","Bous",NA
"1100","2014","Lenningen",NA
"1101","2014","Lintgen",NA
"1102","2014","Préizerdaul",NA
"1103","2014","Putscheid",NA
"1104","2014","Reisdorf",NA
"1105","2014","Sandweiler",NA
"1106","2014","Septfontaines",NA
"1107","2014","Wahl",NA
"1108","2014",NA,NA
"1109","2014",NA,NA
"1110","2014","Total d'offres",NA
"1111","2014",NA,NA
"1112","2014","Source : Ministère du Logement - Observatoire de l'Habitat (base prix 2014).",NA
"1113","2015","Bech",NA
"1114","2015","Bous",NA
"1115","2015","Colmar-Berg",NA
"1116","2015","Contern",NA
"1117","2015","Feulen",NA
"1118","2015","Mompach",NA
"1119","2015","Nommern",NA
"1120","2015","Putscheid",NA
"1121","2015","Sandweiler",NA
"1122","2015","Schieren",NA
"1123","2015","Tandel",NA
"1124","2015","Weiswampach",NA
"1125","2015","Winseler",NA
"1126","2015",NA,NA
"1127","2015",NA,NA
"1128","2015","Total d'offres",NA
"1129","2015",NA,NA
"1130","2015","Source : Ministère du Logement - Observatoire de l'Habitat (base prix 2015).",NA
"1131","2016","Bech",NA
"1132","2016","Bous",NA
"1133","2016","Colmar-Berg",NA
"1134","2016","Grosbous",NA
"1135","2016","Larochette",NA
"1136","2016","Leudelange",NA
"1137","2016","Mompach",NA
"1138","2016","Nommern",NA
"1139","2016","Préizerdaul",NA
"1140","2016","Putscheid",NA
"1141","2016","Reisdorf",NA
"1142","2016","Septfontaines",NA
"1143","2016","Tandel",NA
"1144","2016","Winseler",NA
"1145","2016",NA,NA
"1146","2016",NA,NA
"1147","2016","Total d'offres",NA
"1148","2016",NA,NA
"1149","2016","Source : Ministère du Logement - Observatoire de l'Habitat (base prix 2016).",NA
"1150","2017","Bech",NA
"1151","2017","Fischbach",NA
"1152","2017","Mompach",NA
"1153","2017","Putscheid",NA
"1154","2017","Tandel",NA
"1155","2017","Winseler",NA
"1156","2017",NA,NA
"1157","2017",NA,NA
"1158","2017","Total d'offres",NA
"1159","2017",NA,NA
"1160","2017","Source : Ministère du Logement - Observatoire de l'Habitat (base prix 2017).",NA
"1161","2018","Bous",NA
"1162","2018","Colmar-Berg",NA
"1163","2018","Consdorf",NA
"1164","2018","Fischbach",NA
"1165","2018","Kiischpelt",NA
"1166","2018","Larochette",NA
"1167","2018","Lintgen",NA
"1168","2018","Nommern",NA
"1169","2018","Putscheid",NA
"1170","2018","Tandel",NA
"1171","2018","Wahl",NA
"1172","2018","Waldbredimus",NA
"1173","2018","Winseler",NA
"1174","2018",NA,NA
"1175","2018",NA,NA
"1176","2018","Total d'offres",NA
"1177","2018",NA,NA
"1178","2018","Source : Ministère du Logement - Observatoire de l'Habitat (base prix 2018).",NA
"1179","2019","Bech",NA
"1180","2019","Bourscheid",NA
"1181","2019","Bous",NA
"1182","2019","Colmar-Berg",NA
"1183","2019","Consdorf",NA
"1184","2019","Erpeldange",NA
"1185","2019","Fischbach",NA
"1186","2019","Grosbous",NA
"1187","2019","Heffingen",NA
"1188","2019","Larochette",NA
"1189","2019","Nommern",NA
"1190","2019","Putscheid",NA
"1191","2019","Reisdorf",NA
"1192","2019","Saeul",NA
"1193","2019","Tandel",NA
"1194","2019","Wahl",NA
"1195","2019","Waldbillig",NA
"1196","2019","Winseler",NA
"1197","2019",NA,NA
"1198","2019",NA,NA
"1199","2019","Total d'offres",NA
"1200","2019",NA,NA
"1201","2019","Source : Ministère du Logement - Observatoire de l'Habitat (base prix annoncés 2019).",NA
"1202","2020","Bech",NA
"1203","2020","Berdorf",NA
"1204","2020","Betzdorf",NA
"1205","2020","Bissen",NA
"1206","2020","Biwer",NA
"1207","2020","Bourscheid",NA
"1208","2020","Bous",NA
"1209","2020","Consdorf",NA
"1210","2020","Diekirch",NA
"1211","2020","Ell",NA
"1212","2020","Erpeldange",NA
"1213","2020","Fischbach",NA
"1214","2020","Goesdorf",NA
"1215","2020","Grosbous",NA
"1216","2020","Heffingen",NA
"1217","2020","Kiischpelt",NA
"1218","2020","Lenningen",NA
"1219","2020","Nommern",NA
"1220","2020","Préizerdaul",NA
"1221","2020","Putscheid",NA
"1222","2020","Reisdorf",NA
"1223","2020","Saeul",NA
"1224","2020","Sandweiler",NA
"1225","2020","Schieren",NA
"1226","2020","Tandel",NA
"1227","2020","Useldange",NA
"1228","2020","Vianden",NA
"1229","2020","Wahl",NA
"1230","2020","Waldbillig",NA
"1231","2020","Weiler-la-Tour",NA
"1232","2020","Winseler",NA
"1233","2020",NA,NA
"1234","2020",NA,NA
"1235","2020","Total d'offres",NA
"1236","2020",NA,NA
"1237","2020","Source : Ministère du Logement - Observatoire de l'Habitat (base prix annoncés 2020).",NA
"1238","2021",NA,NA
"1239","2021",NA,NA
"1240","2021",NA,NA
"1241","2021",NA,NA
"1242","2021",NA,NA
"1243","2021",NA,NA
"1244","2021",NA,NA
"1245","2021",NA,NA
"1246","2021",NA,NA
"1247","2021",NA,NA
"1248","2021",NA,NA
"1249","2021",NA,NA
"1250","2021",NA,NA
"1251","2021",NA,NA
"1252","2021",NA,NA
"1253","2021",NA,NA
"1254","2021",NA,NA
"1255","2021",NA,NA
"1256","2021",NA,NA
"1257","2021",NA,NA
"1258","2021",NA,NA
"1259","2021",NA,NA
"1260","2021",NA,NA
"1261","2021",NA,NA
"1262","2021",NA,NA
"1263","2021",NA,NA
"1264","2021",NA,NA
"1265","2021",NA,NA
"1266","2021",NA,NA
"1267","2021",NA,NA
"1268","2021",NA,NA
"1269","2021",NA,NA
"1270","2021",NA,NA
"1271","2021",NA,NA
"1272","2021",NA,NA
"1273","2021",NA,NA
"1274","2021",NA,NA
"1275","2021",NA,NA
"1276","2021",NA,NA
"1277","2021",NA,NA
"1278","2021",NA,NA
"1279","2021",NA,NA
"1280","2021",NA,NA
"1281","2021",NA,NA
"1282","2021",NA,NA
"1283","2021",NA,NA
"1284","2021",NA,NA
"1285","2021",NA,NA
"1286","2021",NA,NA
"1287","2021",NA,NA
"1288","2021",NA,NA
"1289","2021",NA,NA
"1290","2021",NA,NA
"1291","2021",NA,NA
"1292","2021",NA,NA
"1293","2021",NA,NA
"1294","2021",NA,NA
"1295","2021",NA,NA
"1296","2021",NA,NA
"1297","2021",NA,NA
"1298","2021",NA,NA
"1299","2021",NA,NA
"1300","2021",NA,NA
"1301","2021",NA,NA
"1302","2021",NA,NA
"1303","2021",NA,NA
"1304","2021",NA,NA
"1305","2021",NA,NA
"1306","2021",NA,NA
"1307","2021",NA,NA
"1308","2021",NA,NA
"1309","2021",NA,NA
"1310","2021",NA,NA
"1311","2021",NA,NA
"1312","2021",NA,NA
"1313","2021",NA,NA
"1314","2021",NA,NA
"1315","2021",NA,NA
"1316","2021",NA,NA
"1317","2021",NA,NA
"1318","2021",NA,NA
"1319","2021",NA,NA
"1320","2021",NA,NA
"1321","2021",NA,NA
"1322","2021",NA,NA
"1323","2021",NA,NA
"1324","2021",NA,NA
"1325","2021",NA,NA
"1326","2021",NA,NA
"1327","2021",NA,NA
"1328","2021",NA,NA
"1329","2021",NA,NA
"1330","2021",NA,NA
"1331","2021",NA,NA
"1332","2021",NA,NA
"1333","2021",NA,NA
"1334","2021",NA,NA
"1335","2021",NA,NA
"1336","2021",NA,NA
"1337","2021",NA,NA
"1338","2021",NA,NA
"1339","2021",NA,NA
"1340","2021",NA,NA
"1341","2021",NA,NA
"1342","2021",NA,NA
"1343","2021",NA,NA
